Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Developer
Crash 'N' Burn,PS2,2004.0,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,63.0,Climax Group
NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57.0,989 Sports
Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66.0,Irem
Armored Core V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,68.0,From Software
College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82.0,2K Sports
NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,69.0,EA Canada
WCW Backstage Assault,PS,1999.0,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,40.0,Kodiak Interactive
Rampage: Total Destruction,Wii,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,46.0,"Pipeworks Software, Inc."
Wild Wild Racing,PS2,2000.0,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,64.0,Rage Software
The Bard's Tale,PS2,2004.0,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76.0,InXile Entertainment
Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,61.0,Lucky Chicken
Conflict Zone,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47.0,MASA Group
Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69.0,Intelligent Systems
The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,68.0,2K Marin
Star Wars: Battlefront,PC,2004.0,Shooter,LucasArts,0.07,0.13,0.0,0.02,0.21,72.0,EA DICE
BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,76.0,Terminal Reality
Harry Potter and the Deathly Hallows - Part 2,DS,2011.0,Action,Electronic Arts,0.1,0.09,0.0,0.02,0.21,55.0,Full Fat
NHL 2K6,XB,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,83.0,2K Sports
Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.05,0.0,0.02,0.21,25.0,n-Space
Tenchu: Return From Darkness,XB,2004.0,Action,Activision,0.16,0.05,0.0,0.01,0.21,70.0,K2 LLC
World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,60.0,Coresoft
Neo Contra,PS2,2004.0,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,65.0,KCET
MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67.0,EA Canada
Tony Hawk's American Sk8land,DS,2005.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,Vicarious Visions
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21,85.0,Clover Studio
The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,76.0,Blue Castle Games
Quake III: Revolution,PS2,2001.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,84.0,Bullfrog Productions
Pac-Man World 3,PS2,2005.0,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63.0,Blitz Games
50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,71.0,Swordfish Studios
Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21,92.0,ThatGameCompany
SBK X: Superbike World Championship,PS3,2010.0,Racing,Black Bean Games,0.05,0.12,0.0,0.04,0.21,73.0,Milestone S.r.l
Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.02,0.0,0.19,0.0,0.21,68.0,Ganbarion
Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,Exient Entertainment
HBO Boxing,PS,2000.0,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,26.0,Osiris Studios
Bass Pro Shops: The Strike,X360,2009.0,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,63.0,Piranha Games
Darkwatch,XB,2005.0,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,75.0,High Moon Studios
Disgaea D2: A Brighter Darkness,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,74.0,Nippon Ichi Software
Maximo vs Army of Zin,PS2,2003.0,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,83.0,Capcom
Assassin's Creed Syndicate,PC,2015.0,Action,Ubisoft,0.11,0.09,0.0,0.02,0.21,74.0,Ubisoft Quebec
The Chronicles of Narnia: Prince Caspian,DS,2008.0,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,54.0,Fall Line Studio
Summoner 2,PS2,2002.0,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76.0,Volition Inc.
Shadow of Destiny,PS2,2001.0,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78.0,Konami
Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,Team Ninja
Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,65.0,FUN Labs
World of Final Fantasy,PSV,2016.0,Role-Playing,Square Enix,0.04,0.06,0.08,0.03,0.21,77.0,Square Enix
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72.0,Spike Chunsoft
Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,Konami
The Legend of Spyro: The Eternal Night,Wii,2007.0,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,Krome Studios
The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.0,0.04,0.21,83.0,Telltale Games
Cursed Mountain,Wii,2009.0,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.21,67.0,"Deep Silver, Sproing Interactive Media, Sproing"
Age of Empires: Mythologies,DS,2008.0,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,78.0,Griptonite Games
SBK Superbike World Championship,X360,2008.0,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,63.0,Milestone S.r.l
Bionicle,GC,2003.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,Argonaut Games
Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,n-Space
A Boy and His Blob,Wii,2009.0,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,WayForward
Baja: Edge of Control,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.03,0.21,61.0,2XL Games
G.I. Joe: The Rise of Cobra,PS3,2009.0,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43.0,Double Helix Games
UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.06,0.0,0.04,0.21,74.0,Yuke's
World Series of Poker,PSP,2005.0,Misc,Activision,0.19,0.0,0.0,0.02,0.21,37.0,Activision
Rayman Raving Rabbids,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67.0,Ubisoft Montpellier
Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81.0,Ion Storm
Unreal II: The Awakening,XB,2004.0,Shooter,Atari,0.17,0.04,0.0,0.01,0.21,64.0,Tantalus Interactive
Rumble Racing,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85.0,Electronic Arts
Spider-Man: Web of Shadows,PS2,2008.0,Action,Activision,0.1,0.08,0.0,0.03,0.21,69.0,"Treyarch, Shaba Games"
Vampire Rain,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38.0,Artoon
Batman Begins,XB,2005.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,Eurocom Entertainment Software
NBA Live 15,XOne,2014.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,53.0,EA Sports
Shrek: Reekin' Havoc,GBA,2003.0,Platform,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,57.0,TOSE
JSRF: Jet Set Radio Future,XB,2002.0,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.0,Smilebit
NHL Hitz 20-02,GC,2001.0,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,79.0,Midway
Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55.0,Acquire
NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,EA Sports
Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,0.07,0.09,0.0,0.04,0.21,71.0,Io Interactive
Marvel Super Hero Squad,PSP,2009.0,Fighting,THQ,0.17,0.01,0.0,0.02,0.21,51.0,THQ
J Stars Victory Vs.,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,Bandai Namco Games
de Blob 2,PS3,2011.0,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74.0,Blue Tongue Entertainment
ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,Sports,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,64.0,Konami
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007.0,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,76.0,h.a.n.d. Inc.
Project: Snowblind,PS2,2005.0,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,78.0,Crystal Dynamics
Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.11,0.0,0.02,0.21,40.0,ZootFly
You Don't Know Jack,Wii,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21,81.0,"Jellyvision, Iron Galaxy Studios"
Mortal Kombat: Special Forces,PS,2000.0,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,28.0,Midway
Mega Man Legacy Collection,3DS,2016.0,Platform,Capcom,0.14,0.0,0.05,0.02,0.21,77.0,Digital Eclipse
The Last Airbender,Wii,2010.0,Action,THQ,0.12,0.07,0.0,0.02,0.21,53.0,THQ
Tony Hawk's Motion,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,39.0,Creat Studios
NCAA March Madness 07,X360,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67.0,EA Canada
StokEd,X360,2009.0,Sports,Zushi Games,0.18,0.01,0.0,0.01,0.21,68.0,Bongfish
Evil Dead: Regeneration,PS2,2005.0,Action,THQ,0.1,0.08,0.0,0.03,0.21,68.0,Cranky Pants Games
Defiance,PC,2013.0,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,64.0,Trion Worlds
NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80.0,EA Sports
Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,EA Canada
NHL 2K3,PS2,2002.0,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89.0,Treyarch
You Don't Know Jack,X360,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.21,82.0,"Jellyvision, Iron Galaxy Studios"
Final Fight One,GBA,2001.0,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82.0,Sun-Tec
Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision,0.09,0.08,0.0,0.03,0.21,32.0,Robomodo
MLB 10: The Show,PSP,2010.0,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,79.0,SCEA
Gallop Racer 2003: A New Breed,PS2,2002.0,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68.0,Tecmo
Frogger 3D,3DS,2011.0,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54.0,Alpha Unit
Blue Dragon Plus,DS,2008.0,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69.0,Brownie Brown
Outlaw Golf 2,XB,2004.0,Sports,Global Star,0.15,0.04,0.0,0.01,0.21,74.0,Hypnotix
BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,Atari,0.16,0.04,0.0,0.01,0.21,33.0,Takara
Dead to Rights: Retribution,X360,2010.0,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,61.0,Volatile Games
Dragon Ball Z: Sagas,GC,2005.0,Fighting,Atari,0.16,0.04,0.0,0.01,0.21,48.0,Avalanche Software
X2: Wolverine's Revenge,XB,2003.0,Platform,Activision,0.15,0.04,0.0,0.01,0.21,58.0,GenePool
Power Rangers: Wild Force,GBA,2002.0,Action,THQ,0.15,0.05,0.0,0.0,0.21,55.0,Natsume
Tenchu: Shadow Assassins,Wii,2008.0,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70.0,Acquire
Lost Planet 3,PS3,2013.0,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61.0,Spark Unlimited
Mary-Kate and Ashley: Girls Night Out,GBA,2002.0,Misc,Acclaim Entertainment,0.15,0.05,0.0,0.0,0.2,75.0,Powerhead Games
Beyblade G-Revolution,GBA,2004.0,Action,Atari,0.15,0.05,0.0,0.0,0.2,40.0,Full Fat
Capcom Fighting Evolution,PS2,2004.0,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2,57.0,Capcom
Assassin's Creed The Ezio Collection,PS4,2016.0,Action,Ubisoft,0.04,0.13,0.0,0.03,0.2,72.0,Ubisoft Montreal
God of War Collection,PSV,2014.0,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,73.0,"Sanzaru Games, Sanzaru Games, Inc."
NASCAR Heat 2002,XB,2001.0,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,78.0,Monster Games Inc.
Anarchy Reigns,PS3,2012.0,Action,Sega,0.1,0.03,0.06,0.02,0.2,71.0,PlatinumGames
Mobile Suit Gundam: Crossfire,PS3,2006.0,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,33.0,Bec
Suikoden Tactics,PS2,2005.0,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68.0,Konami
NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,76.0,EA Canada
Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.12,0.0,0.02,0.2,52.0,City Interactive
EVE Online,PC,2003.0,Role-Playing,CCP,0.0,0.19,0.0,0.01,0.2,69.0,CCP
Phantasy Star Online,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,89.0,Sonic Team
Crazy Taxi 3: High Roller,XB,2002.0,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69.0,Hitmaker
Midnight Club 3: DUB Edition Remix,XB,2006.0,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,87.0,Rockstar San Diego
Thrillville,PSP,2006.0,Strategy,Atari,0.18,0.0,0.0,0.02,0.2,72.0,Frontier Developments
"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,74.0,Relic
The King of Fighters Collection: The Orochi Saga,PS2,2006.0,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,67.0,Terminal Reality
Disney's Planes,WiiU,2013.0,Simulation,Disney Interactive Studios,0.14,0.04,0.0,0.02,0.2,51.0,Behaviour Interactive
Zombie Army Trilogy,PS4,2015.0,Shooter,Rebellion Developments,0.05,0.12,0.0,0.03,0.2,62.0,Rebellion
MLB SlugFest 20-03,XB,2002.0,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,79.0,Gratuitous Games
The Con,PSP,2005.0,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63.0,"SCEA, Think and Feel"
Pitfall: The Lost Expedition,PS2,2004.0,Platform,Activision,0.1,0.08,0.0,0.03,0.2,70.0,Edge of Reality
Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70.0,Exient Entertainment
Enchanted Arms,PS3,2007.0,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,64.0,From Software
Le Mans 24 Hours,PS2,2001.0,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75.0,Atari
The Witch and the Hundred Knight,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53.0,Nippon Ichi Software
Dragon Ball Z: Harukanaru Densetsu,DS,2007.0,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.2,57.0,Bec
Harvest Moon: More Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2,82.0,TOSE
X2: Wolverine's Revenge,GBA,2003.0,Platform,Activision,0.14,0.05,0.0,0.0,0.2,72.0,Vicarious Visions
NBA 2K2,XB,2002.0,Sports,Sega,0.15,0.04,0.0,0.01,0.2,90.0,Visual Concepts
Code of Princess,3DS,2012.0,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,67.0,Studio Saizensen
Major League Baseball 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72.0,Visual Concepts
Cars,XB,2006.0,Racing,THQ,0.15,0.04,0.0,0.01,0.2,70.0,Rainbow Studios
Spy Hunter,GC,2002.0,Racing,Midway Games,0.16,0.04,0.0,0.01,0.2,71.0,Point of View
Dark Messiah of Might and Magic Elements,X360,2008.0,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52.0,Ubisoft Annecy
Planet 51,Wii,2009.0,Action,Sega,0.17,0.01,0.0,0.02,0.2,53.0,Pyro Studios
Dead to Rights II,PS2,2005.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,51.0,WideScreen Games
Super Dodge Ball Advance,GBA,2001.0,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,79.0,Atlus Co.
FIFA 16,PC,2015.0,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,EA Sports
NBA Live 14,XOne,2013.0,Sports,Electronic Arts,0.16,0.02,0.0,0.02,0.2,36.0,EA Sports
Kung Fu Rider,PS3,2010.0,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36.0,SCE Japan Studio
DarkStar One: Broken Alliance,X360,2010.0,Simulation,Kalypso Media,0.11,0.07,0.0,0.02,0.2,63.0,Gaming Minds Studios
Dragon Ball: Xenoverse 2,XOne,2016.0,Action,Namco Bandai Games,0.11,0.07,0.0,0.02,0.2,73.0,Dimps Corporation
Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87.0,Vanillaware
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004.0,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,70.0,Krome Studios
Body and Brain Connection,X360,2010.0,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,57.0,Namco Bandai Games
Dragon Ball: Revenge of King Piccolo,Wii,2009.0,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65.0,Media Vision
Warriors Orochi,PSP,2008.0,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,62.0,"Omega Force, Koei Canada"
MVP Baseball 2003,XB,2003.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,EA Sports
Monster Jam,X360,2007.0,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43.0,Torus Games
Infinite Space,DS,2009.0,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75.0,PlatinumGames
NCAA Final Four 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,45.0,989 Sports
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005.0,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,Traveller's Tales
NBA 07,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,SCEA
Two Worlds II,PC,2011.0,Role-Playing,Unknown,0.09,0.09,0.0,0.02,0.2,76.0,Reality Pump
IHRA Drag Racing 2004,XB,2003.0,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,40.0,Bethesda Softworks
The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86.0,Falcom
Clive Barker's Jericho,PS3,2007.0,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,60.0,"Mercury Steam, Alchemic Productions"
Tekken 3D: Prime Edition,3DS,2012.0,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64.0,Arika
Marvel: Ultimate Alliance 2,DS,2009.0,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65.0,n-Space
Treasure World,DS,2009.0,Simulation,Aspyr,0.18,0.0,0.0,0.01,0.2,68.0,Aspyr
Ford Racing Off Road,PS2,2008.0,Racing,Xplosiv,0.1,0.08,0.0,0.03,0.2,37.0,Razorworks Studios
Namco Museum: 50th Anniversary,GBA,2005.0,Misc,Namco Bandai Games,0.14,0.05,0.0,0.0,0.2,60.0,Backbone Vancouver
Front Mission Evolved,X360,2010.0,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58.0,Double Helix Games
Mat Hoffman's Pro BMX 2,XB,2002.0,Sports,Activision,0.15,0.04,0.0,0.01,0.2,75.0,Rainbow Studios
From Russia With Love,XB,2005.0,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,Electronic Arts
Apache: Air Assault,PS3,2010.0,Simulation,Activision,0.11,0.06,0.0,0.03,0.2,66.0,Gaijin Entertainment
Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,Techland
Grandia II,DC,2000.0,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,90.0,Game Arts
Ridge Racer 6,X360,2005.0,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74.0,Namco
Shark Tale,XB,2004.0,Action,Activision,0.15,0.04,0.0,0.01,0.2,67.0,Edge of Reality
NFL Street 2,GC,2004.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,77.0,EA Tiburon
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,KCE Studios
Zone of the Enders HD Collection,X360,2012.0,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75.0,High Voltage Software
Record of Agarest War,X360,2008.0,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,71.0,Compile Heart
Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,LucasArts
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,Vicious Cycle
Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,76.0,"Z-Axis, Ltd."
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002.0,Platform,THQ,0.15,0.04,0.0,0.01,0.2,66.0,Big Sky Software
Taiko Drum Master,PS2,2004.0,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77.0,Namco
Tetris Worlds (Online Edition),XB,2003.0,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,62.0,Radical Entertainment
Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,Ubisoft
Forgotten Realms: Demon Stone,PS2,2004.0,Action,Atari,0.1,0.08,0.0,0.03,0.2,71.0,Stormfront Studios
Soldier of Fortune: Payback,X360,2007.0,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,Cauldron Ltd.
Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,0.2,65.0,"Namco Bandai Games America, Namco Bandai Games"
Looney Tunes: Space Race,PS2,2002.0,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,62.0,Tantalus Interactive
Neighborhood Games,Wii,2009.0,Misc,THQ,0.17,0.02,0.0,0.01,0.2,49.0,Jet Black Games
Silent Hill: Book of Memories,PSV,2012.0,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,WayForward
Playboy: The Mansion,PS2,2005.0,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,Cyberlore Studios
Baja: Edge of Control,X360,2008.0,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65.0,2XL Games
Tiger Woods PGA Tour 06,PSP,2005.0,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,Team Fusion
Ratatouille,GBA,2007.0,Action,THQ,0.14,0.05,0.0,0.0,0.2,65.0,Helixe
Bleach: The 3rd Phantom,DS,2008.0,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59.0,"Sega, Tom Create"
MC Groovz Dance Craze,GC,2004.0,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42.0,Mad Catz
The Thing,XB,2002.0,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78.0,Computer Artworks
Untold Legends: Dark Kingdom,PS3,2006.0,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58.0,Sony Online Entertainment
Plants vs. Zombies,PS3,2011.0,Strategy,PopCap Games,0.18,0.0,0.0,0.02,0.2,85.0,PopCap
Baldur's Gate: Dark Alliance,XB,2002.0,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,83.0,Snowblind Studios
Prince of Persia: Warrior Within,GC,2004.0,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,Ubisoft
Warriors Orochi,X360,2007.0,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,Omega Force
Predator: Concrete Jungle,PS2,2005.0,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,Eurocom Entertainment Software
Arcana Heart 3,PS3,2011.0,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73.0,Examu
X-Men Origins: Wolverine,DS,2009.0,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,Griptonite Games
Big Mutha Truckers 2,PS2,2005.0,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,Eutechnyx
Armored Core 4,PS3,2006.0,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,From Software
Solatorobo: Red the Hunter,DS,2010.0,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,CyberConnect2
NHL FaceOff 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,989 Sports
Mana Khemia 2: Fall of Alchemy,PS2,2008.0,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70.0,Gust
